"x","y","x_binned"
-0.242743143548549,-0.681276414396068,-0.5
-0.328455941238044,-0.975800506312048,-0.5
1.80431914979108,9.88737240839073,1.5
-1.34327786179722,-5.78754961230227,-1.5
-0.28306660036872,-3.24721770159281,-0.5
0.602899416745085,2.18541274342947,0.5
0.131981314097708,-1.20114022561111,0
-0.648443263484652,-2.37026711781221,-1
0.694600173836513,3.51870237659542,0.5
1.78958286568536,8.25502335582102,1.5
-0.76918570635296,-3.00458705218161,-1
1.15479128045131,6.76267342587682,1
-0.575703684356231,-3.81456976203246,-1
-0.0623985322692862,0.276856638273034,-0.5
0.102788314374971,1.25433630486674,0
-0.697042902715106,-3.45920852389797,-1
1.06912724983375,5.23693238868596,1
1.70574092132887,8.85152597407248,1.5
-0.49490824630804,-2.68232369206674,-0.5
2.38520584351193,11.5725885095916,2
0.804186284967173,4.39376467077325,0.5
1.7913312174701,9.67279817282807,1.5
1.35644100345986,6.37604405693805,1
-0.417526089580459,-2.06131443520639,-0.5
-0.886376111897863,-4.13514587219335,-1
-0.998807446117354,-5.17400808379927,-1
-1.04575657751283,-5.67088534217882,-1.5
0.708784517003266,3.29590526968221,0.5
-0.73806373653827,-4.82495422733784,-1
0.0570764908924053,0.743478511982106,0
0.841433855855779,4.43914788978713,0.5
0.162197737564703,1.04492428090212,0
1.03708009452412,5.35910216557185,1
-0.300187275601117,-1.10978163419382,-0.5
-0.297588092276309,-2.82296610934728,-0.5
1.07027204776755,5.0614281610579,1
0.27488359513569,2.1317583766083,0
0.957009254001062,4.62782603400904,0.5
-1.4855323151737,-6.67197139633193,-1.5
0.409858900946033,1.58868052371172,0
-0.185263865581608,-1.20327514037358,-0.5
-3.48371055297588,-18.1362866110572,-3.5
0.549817319197494,3.12387247269937,0.5
-0.2909483884291,-0.530522155472872,-0.5
0.886627625034748,4.89251460252294,0.5
-0.531568047949088,-2.44966111480645,-1
-2.70648720794385,-13.9505969231571,-3
0.209879519006977,0.655227277660947,0
-0.999341070983605,-5.65782900313253,-1
0.281499411946981,-0.00879458175498304,0
-0.68149549441514,-3.28738491704468,-1
